"","state","pollster","number.of.observations","start.date","end.date","other","undecided","mode","population","pollsterFullName","year","democrat","republican","ID","race_id"
"5307","PA","CNN",771,"2016-09-20","2016-09-25",3,0,"Live Phone","Likely Voters","CNN","2016",50,47,5307,5307
"5308","PA","Muhlenberg/Morning Call",486,"2016-09-19","2016-09-23",11,4,"Live Phone","Likely Voters","Muhlenberg/Morning Call","2016",44,41,5308,5308
"5309","PA","Muhlenberg/Morning Call",486,"2016-09-19","2016-09-23",7,6,"Live Phone","Likely Voters","Muhlenberg/Morning Call","2016",40,38,5309,5309
"5310","PA","Mercyhurst University",420,"2016-09-12","2016-09-23",3,11,"Live Phone","Registered Voters","Mercyhurst University","2016",42,41,5310,5310
"5311","PA","Ipsos/Reuters",709,"2016-09-02","2016-09-22",NA,8,"Internet","Likely Voters","Ipsos/Reuters","2016",46,46,5311,5311
"5312","PA","GQR (D-Democracy Corps/WVWV)",400,"2016-09-10","2016-09-19",3,4,"Live Phone","Likely Voters","GQR (D-Democracy Corps/WVWV)","2016",46,38,5312,5312
"5313","PA","Muhlenberg/Morning Call",405,"2016-09-12","2016-09-16",11,4,"Live Phone","Likely Voters","Muhlenberg/Morning Call","2016",47,38,5313,5313
"5314","PA","Muhlenberg/Morning Call",405,"2016-09-12","2016-09-16",8,7,"Live Phone","Likely Voters","Muhlenberg/Morning Call","2016",40,32,5314,5314
"5315","PA","Quinnipiac",778,"2016-08-29","2016-09-07",3,5,"Live Phone","Likely Voters","Quinnipiac","2016",48,43,5315,5315
"5316","PA","Quinnipiac",778,"2016-08-29","2016-09-07",4,4,"Live Phone","Likely Voters","Quinnipiac","2016",44,39,5316,5316
"5317","PA","CBS/YouGov",1091,"2016-08-30","2016-09-02",5,6,"Internet","Likely Voters","CBS/YouGov","2016",45,37,5317,5317
"5318","PA","WashPost/SurveyMonkey",2861,"2016-08-09","2016-09-01",NA,10,"Internet","Registered Voters","WashPost/SurveyMonkey","2016",47,43,5318,5318
"5319","PA","WashPost/SurveyMonkey",2861,"2016-08-09","2016-09-01",4,5,"Internet","Registered Voters","WashPost/SurveyMonkey","2016",41,38,5319,5319
"5320","PA","PPP (D- Constitutional Responsibility Project)",814,"2016-08-30","2016-08-31",NA,11,"IVR/Online","Likely Voters","PPP (D- Constitutional Responsibility Project)","2016",47,42,5320,5320
"5321","PA","Monmouth University",402,"2016-08-26","2016-08-29",2,4,"Live Phone","Likely Voters","Monmouth University","2016",48,40,5321,5321
"5322","PA","Franklin and Marshall College",496,"2016-08-25","2016-08-29",6,7,"Live Phone/Online","Likely Voters","Franklin and Marshall College","2016",47,40,5322,5322
"5323","PA","Franklin and Marshall College",736,"2016-08-25","2016-08-29",2,13,"Live Phone/Online","Registered Voters","Franklin and Marshall College","2016",41,38,5323,5323
"5324","PA","PPP (D-NELP)",1194,"2016-08-26","2016-08-27",NA,9,"IVR/Online","Likely Voters","PPP (D-NELP)","2016",48,43,5324,5324
"5325","PA","NBC/WSJ/Marist",834,"2016-08-03","2016-08-07",9,6,"Live Phone","Registered Voters","NBC/WSJ/Marist","2016",48,37,5325,5325
"5326","PA","NBC/WSJ/Marist",834,"2016-08-03","2016-08-07",4,6,"Live Phone","Registered Voters","NBC/WSJ/Marist","2016",45,36,5326,5326
"5327","PA","Quinnipiac",815,"2016-07-30","2016-08-07",1,5,"Live Phone","Likely Voters","Quinnipiac","2016",52,42,5327,5327
"5328","PA","Quinnipiac",815,"2016-07-30","2016-08-07",3,3,"Live Phone","Likely Voters","Quinnipiac","2016",48,39,5328,5328
"5329","PA","Susquehanna (R)/ABC27 News",772,"2016-07-31","2016-08-04",8,8,"IVR/Live Phone","Likely Voters","Susquehanna (R)/ABC27 News","2016",47,37,5329,5329
"5330","PA","Susquehanna (R)/ABC27 News",772,"2016-07-31","2016-08-04",3,7,"IVR/Live Phone","Likely Voters","Susquehanna (R)/ABC27 News","2016",46,37,5330,5330
"5331","PA","Franklin and Marshall College",389,"2016-07-29","2016-08-01",6,8,"Live Phone/Online","Likely Voters","Franklin and Marshall College","2016",49,38,5331,5331
"5332","PA","Franklin and Marshall College",661,"2016-07-29","2016-08-01",3,10,"Live Phone/Online","Registered Voters","Franklin and Marshall College","2016",47,34,5332,5332
"5333","PA","PPP (D)",1505,"2016-07-29","2016-07-31",2,8,"IVR/Online","Likely Voters","PPP (D)","2016",45,42,5333,5333
"5334","PA","PPP (D)",1505,"2016-07-29","2016-07-31",NA,5,"IVR/Online","Likely Voters","PPP (D)","2016",49,45,5334,5334
"5335","PA","Suffolk",500,"2016-07-25","2016-07-27",NA,9,"Live Phone","Likely Voters","Suffolk","2016",50,41,5335,5335
"5336","PA","Suffolk",500,"2016-07-25","2016-07-27",3,10,"Live Phone","Likely Voters","Suffolk","2016",46,37,5336,5336
"5337","PA","Quinnipiac",982,"2016-06-30","2016-07-11",4,13,"Live Phone","Registered Voters","Quinnipiac","2016",41,43,5337,5337
"5338","PA","Quinnipiac",982,"2016-06-30","2016-07-11",6,11,"Live Phone","Registered Voters","Quinnipiac","2016",34,40,5338,5338
"5339","PA","NBC/WSJ/Marist",829,"2016-07-05","2016-07-10",13,6,"Live Phone","Registered Voters","NBC/WSJ/Marist","2016",45,36,5339,5339
"5340","PA","NBC/WSJ/Marist",829,"2016-07-05","2016-07-10",4,9,"Live Phone","Registered Voters","NBC/WSJ/Marist","2016",43,35,5340,5340
"5341","PA","Gravis Marketing/OANN",1958,"2016-06-27","2016-06-28",5,NA,"Automated Phone","Registered Voters","Gravis Marketing/OANN","2016",48,47,5341,5341
"5342","PA","PPP (D-Americans United for Change/Constitutional Responsibility Project) ",980,"2016-06-22","2016-06-23",NA,11,"IVR/Online","Likely Voters","PPP (D-Americans United for Change/Constitutional Responsibility Project) ","2016",46,42,5342,5342
"5343","PA","GQR (D-Democracy Corps/Women's Voices Women Vote)",300,"2016-06-11","2016-06-20",8,5,"Live Phone","Likely Voters","GQR (D-Democracy Corps/Women's Voices Women Vote)","2016",49,39,5343,5343
"5344","PA","GQR (D-Democracy Corps/Women's Voices Women Vote)",300,"2016-06-11","2016-06-20",3,5,"Live Phone","Likely Voters","GQR (D-Democracy Corps/Women's Voices Women Vote)","2016",45,32,5344,5344
"5345","PA","Quinnipiac",950,"2016-06-08","2016-06-19",3,14,"Live Phone","Registered Voters","Quinnipiac","2016",42,41,5345,5345
"5346","PA","Quinnipiac",950,"2016-06-08","2016-06-19",5,11,"Live Phone","Registered Voters","Quinnipiac","2016",39,36,5346,5346
"5347","PA","PPP (D)",1106,"2016-06-03","2016-06-05",3,11,"IVR/Online","Likely Voters","PPP (D)","2016",41,40,5347,5347
"5348","PA","Quinnipiac",1077,"2016-04-27","2016-05-08",2,12,"Live Phone","Registered Voters","Quinnipiac","2016",43,42,5348,5348
"5349","PA","NBC/WSJ/Marist",2606,"2016-04-18","2016-04-20",NA,7,"Live Phone","Registered Voters","NBC/WSJ/Marist","2016",54,39,5349,5349
"5350","PA","Fox News",1607,"2016-04-04","2016-04-07",2,9,"Live Phone","Likely Voters","Fox News","2016",44,44,5350,5350
"5351","PA","Quinnipiac",1737,"2016-03-30","2016-04-04",3,10,"Live Phone","Likely Voters","Quinnipiac","2016",45,42,5351,5351
"5352","PA","Franklin and Marshall College",828,"2016-03-14","2016-03-20",11,10,"Live Phone/Online","Registered Voters","Franklin and Marshall College","2016",46,33,5352,5352
"5353","PA","Mercyhurst University",421,"2016-03-01","2016-03-11",4,19,"Live Phone","Registered Voters","Mercyhurst University","2016",43,35,5353,5353
"5354","PA","Harper (R)",662,"2016-03-01","2016-03-02",NA,15,"Automated Phone","Likely Voters","Harper (R)","2016",45,40,5354,5354
"5355","PA","PPP (D)",1012,"2015-10-08","2015-10-11",NA,13,"IVR/Online","Likely Voters","PPP (D)","2016",43,45,5355,5355
"5356","PA","Quinnipiac",1049,"2015-09-25","2015-10-05",3,10,"Live Phone","Registered Voters","Quinnipiac","2016",44,42,5356,5356
"5357","PA","Quinnipiac",1085,"2015-08-07","2015-08-18",4,12,"Live Phone","Registered Voters","Quinnipiac","2016",45,40,5357,5357
"5358","RI","SurveyMonkey",415,"2016-11-01","2016-11-07",12,3,"Internet","Likely Voters","SurveyMonkey","2016",48,36,5358,5358
"5359","RI","UPI/CVOTER",310,"2016-10-30","2016-11-06",5,NA,"Internet","Likely Voters","UPI/CVOTER","2016",59,37,5359,5359
"5360","RI","SurveyMonkey",419,"2016-10-25","2016-10-31",14,1,"Internet","Likely Voters","SurveyMonkey","2016",49,36,5360,5360
"5361","RI","UPI/CVOTER",308,"2016-10-23","2016-10-29",3,NA,"Internet","Likely Voters","UPI/CVOTER","2016",57,40,5361,5361
"5362","RI","SurveyMonkey",488,"2016-10-18","2016-10-24",12,3,"Internet","Likely Voters","SurveyMonkey","2016",49,37,5362,5362
"5363","RI","UPI/CVOTER",NA,"2016-10-09","2016-10-16",3,NA,"Internet","Likely Voters","UPI/CVOTER","2016",58,39,5363,5363
"5364","RI","UPI/CVOTER",457,"2016-09-19","2016-10-02",3,NA,"Internet","Likely Voters","UPI/CVOTER","2016",57,40,5364,5364
"5365","RI","WashPost/SurveyMonkey",625,"2016-08-09","2016-09-01",NA,11,"Internet","Registered Voters","WashPost/SurveyMonkey","2016",50,40,5365,5365
"5366","RI","WashPost/SurveyMonkey",625,"2016-08-09","2016-09-01",22,4,"Internet","Registered Voters","WashPost/SurveyMonkey","2016",41,33,5366,5366
"5367","SC","SurveyMonkey",1698,"2016-11-01","2016-11-07",8,3,"Internet","Likely Voters","SurveyMonkey","2016",43,47,5367,5367
"5368","SC","UPI/CVOTER",338,"2016-10-30","2016-11-06",5,NA,"Internet","Likely Voters","UPI/CVOTER","2016",42,53,5368,5368
"5369","SC","Ipsos/Reuters",617,"2016-10-17","2016-11-06",NA,7,"Internet","Likely Voters","Ipsos/Reuters","2016",44,49,5369,5369
"5370","SC","SurveyMonkey",1762,"2016-10-25","2016-10-31",8,3,"Internet","Likely Voters","SurveyMonkey","2016",43,45,5370,5370
"5371","SC","UPI/CVOTER",325,"2016-10-23","2016-10-29",4,NA,"Internet","Likely Voters","UPI/CVOTER","2016",42,54,5371,5371
"5372","SC","SurveyMonkey",1900,"2016-10-18","2016-10-24",9,3,"Internet","Likely Voters","SurveyMonkey","2016",43,45,5372,5372
"5373","SC","UPI/CVOTER",323,"2016-10-09","2016-10-16",5,NA,"Internet","Likely Voters","UPI/CVOTER","2016",42,53,5373,5373
"5374","SC","Ipsos/Reuters",751,"2016-09-23","2016-10-13",NA,5,"Internet","Likely Voters","Ipsos/Reuters","2016",46,49,5374,5374
"5375","SC","UPI/CVOTER",574,"2016-09-19","2016-10-02",5,NA,"Internet","Likely Voters","UPI/CVOTER","2016",41,55,5375,5375
"5376","SC","Winthrop University",475,"2016-09-18","2016-09-26",9,11,"Live Phone","Likely Voters","Winthrop University","2016",38,42,5376,5376
"5377","SC","Ipsos/Reuters",716,"2016-09-02","2016-09-22",NA,7,"Internet","Likely Voters","Ipsos/Reuters","2016",43,50,5377,5377
"5378","SC","Starboard Communications (R- SCGOP)",600,"2016-09-07","2016-09-09",7,11,"Live Phone","Likely Voters","Starboard Communications (R- SCGOP)","2016",35,48,5378,5378
"5379","SC","WashPost/SurveyMonkey",894,"2016-08-09","2016-09-01",NA,8,"Internet","Registered Voters","WashPost/SurveyMonkey","2016",42,49,5379,5379
"5380","SC","WashPost/SurveyMonkey",894,"2016-08-09","2016-09-01",13,4,"Internet","Registered Voters","WashPost/SurveyMonkey","2016",38,45,5380,5380
"5381","SC","Feldman (D-South Carolina Democratic Party)",600,"2016-08-18","2016-08-21",6,16,"Live Phone","Likely Voters","Feldman (D-South Carolina Democratic Party)","2016",39,39,5381,5381
"5382","SC","Feldman (D-South Carolina Democratic Party)",600,"2016-08-18","2016-08-21",NA,12,"Live Phone","Likely Voters","Feldman (D-South Carolina Democratic Party)","2016",43,45,5382,5382
"5383","SC","Gravis Marketing",768,"2016-08-15","2016-08-17",NA,12,"IVR/Online","Registered Voters","Gravis Marketing","2016",42,46,5383,5383
"5384","SC","Gravis Marketing",768,"2016-08-15","2016-08-17",10,11,"IVR/Online","Registered Voters","Gravis Marketing","2016",37,41,5384,5384
"5385","SC","PPP (D)",1290,"2016-08-09","2016-08-10",7,13,"IVR/Online","Likely Voters","PPP (D)","2016",39,41,5385,5385
"5386","SC","Morning Consult/Campaign for Sustainable Rx Pricing ",627,"2015-11-10","2015-11-16",NA,15,"Live Phone/Online","Registered Voters","Morning Consult/Campaign for Sustainable Rx Pricing ","2016",41,44,5386,5386
"5387","SC","PPP (D)",1290,"2015-11-07","2015-11-08",NA,11,"IVR/Online","Likely Voters","PPP (D)","2016",42,47,5387,5387
"5388","SD","SurveyMonkey",459,"2016-11-01","2016-11-07",11,4,"Internet","Likely Voters","SurveyMonkey","2016",32,53,5388,5388
"5389","SD","UPI/CVOTER",312,"2016-10-30","2016-11-06",5,NA,"Internet","Likely Voters","UPI/CVOTER","2016",40,55,5389,5389
"5390","SD","SurveyMonkey",298,"2016-10-25","2016-10-31",16,4,"Internet","Likely Voters","SurveyMonkey","2016",27,53,5390,5390
"5391","SD","UPI/CVOTER",311,"2016-10-23","2016-10-29",4,NA,"Internet","Likely Voters","UPI/CVOTER","2016",40,56,5391,5391
"5392","SD","SurveyMonkey",377,"2016-10-18","2016-10-24",11,5,"Internet","Likely Voters","SurveyMonkey","2016",32,52,5392,5392
"5393","SD","Mason-Dixon",400,"2016-10-18","2016-10-20",7,12,"Live Phone","Likely Voters","Mason-Dixon","2016",37,44,5393,5393
"5394","SD","UPI/CVOTER",311,"2016-10-09","2016-10-16",4,NA,"Internet","Likely Voters","UPI/CVOTER","2016",42,54,5394,5394
"5395","SD","UPI/CVOTER",463,"2016-09-19","2016-10-02",4,NA,"Internet","Likely Voters","UPI/CVOTER","2016",40,56,5395,5395
"5396","SD","WashPost/SurveyMonkey",809,"2016-08-09","2016-09-01",NA,11,"Internet","Registered Voters","WashPost/SurveyMonkey","2016",37,51,5396,5396
"5397","SD","WashPost/SurveyMonkey",809,"2016-08-09","2016-09-01",22,5,"Internet","Registered Voters","WashPost/SurveyMonkey","2016",29,43,5397,5397
"5398","TN","SurveyMonkey",1433,"2016-11-01","2016-11-07",8,2,"Internet","Likely Voters","SurveyMonkey","2016",41,49,5398,5398
"5399","TN","UPI/CVOTER",339,"2016-10-30","2016-11-06",6,NA,"Internet","Likely Voters","UPI/CVOTER","2016",39,55,5399,5399
"5400","TN","Ipsos/Reuters",823,"2016-10-17","2016-11-06",NA,14,"Internet","Likely Voters","Ipsos/Reuters","2016",36,50,5400,5400
"5401","TN","SurveyMonkey",550,"2016-10-25","2016-10-31",8,2,"Internet","Likely Voters","SurveyMonkey","2016",38,51,5401,5401
"5402","TN","UPI/CVOTER",339,"2016-10-23","2016-10-29",5,NA,"Internet","Likely Voters","UPI/CVOTER","2016",38,57,5402,5402
"5403","TN","SurveyMonkey",572,"2016-10-18","2016-10-24",9,4,"Internet","Likely Voters","SurveyMonkey","2016",38,49,5403,5403
"5404","TN","ICITIZEN",508,"2016-10-14","2016-10-17",14,8,"Internet","Registered Voters","ICITIZEN","2016",34,44,5404,5404
"5405","TN","UPI/CVOTER",328,"2016-10-09","2016-10-16",5,NA,"Internet","Likely Voters","UPI/CVOTER","2016",39,56,5405,5405
"5406","TN","Ipsos/Reuters",799,"2016-09-23","2016-10-13",NA,18,"Internet","Likely Voters","Ipsos/Reuters","2016",35,47,5406,5406
"5407","TN","MTSU",472,"2016-09-28","2016-10-02",7,10,"Live Phone","Likely Voters","MTSU","2016",36,48,5407,5407
"5408","TN","MTSU",472,"2016-09-28","2016-10-02",3,7,"Live Phone","Likely Voters","MTSU","2016",40,50,5408,5408
"5409","TN","Vanderbit/PSRA",1000,"2016-09-19","2016-10-02",9,14,"Live Phone","Registered Voters","Vanderbit/PSRA","2016",33,44,5409,5409
"5410","TN","UPI/CVOTER",555,"2016-09-19","2016-10-02",5,NA,"Internet","Likely Voters","UPI/CVOTER","2016",38,57,5410,5410
"5411","TN","Ipsos/Reuters",651,"2016-09-02","2016-09-22",NA,20,"Internet","Likely Voters","Ipsos/Reuters","2016",33,47,5411,5411
"5412","TN","WashPost/SurveyMonkey",1021,"2016-08-09","2016-09-01",NA,8,"Internet","Registered Voters","WashPost/SurveyMonkey","2016",37,55,5412,5412
"5413","TN","WashPost/SurveyMonkey",1021,"2016-08-09","2016-09-01",13,5,"Internet","Registered Voters","WashPost/SurveyMonkey","2016",31,51,5413,5413
"5414","TN","ICITIZEN",531,"2016-07-25","2016-07-27",NA,18,"Internet","Registered Voters","ICITIZEN","2016",33,49,5414,5414
"5415","TN","ICITIZEN",531,"2016-07-25","2016-07-27",10,16,"Internet","Registered Voters","ICITIZEN","2016",29,46,5415,5415
"5416","TN","Vanderbit/PSRA",1001,"2016-04-25","2016-05-11",2,18,"Live Phone","Registered Voters","Vanderbit/PSRA","2016",35,44,5416,5416
"5417","TX","SurveyMonkey",3009,"2016-11-01","2016-11-07",2,3,"Internet","Likely Voters","SurveyMonkey","2016",43,46,5417,5417
"5418","TX","UPI/CVOTER",472,"2016-10-30","2016-11-06",6,NA,"Internet","Likely Voters","UPI/CVOTER","2016",40,54,5418,5418
"5419","TX","Ipsos/Reuters",1213,"2016-10-17","2016-11-06",NA,12,"Internet","Likely Voters","Ipsos/Reuters","2016",39,49,5419,5419
"5420","TX","NBC/WSJ/Marist",679,"2016-10-30","2016-11-01",8,2,"Live Phone","Likely Voters","NBC/WSJ/Marist","2016",41,49,5420,5420
"5421","TX","NBC/WSJ/Marist",679,"2016-10-30","2016-11-01",4,1,"Live Phone","Likely Voters","NBC/WSJ/Marist","2016",40,49,5421,5421
"5422","TX","SurveyMonkey",2051,"2016-10-25","2016-10-31",5,NA,"Internet","Likely Voters","SurveyMonkey","2016",41,47,5422,5422
"5423","TX","Dixie Strategies (R)/KTVT-CBS 11",980,"2016-10-27","2016-10-29",2,4,"IVR/Live Phone","Likely Voters","Dixie Strategies (R)/KTVT-CBS 11","2016",39,52,5423,5423
"5424","TX","UPI/CVOTER",429,"2016-10-23","2016-10-29",5,NA,"Internet","Likely Voters","UPI/CVOTER","2016",41,55,5424,5424
"5425","TX","Pulse/Crosswind",800,"2016-10-22","2016-10-24",NA,10,"IVR/Online","Likely Voters","Pulse/Crosswind","2016",38,45,5425,5425
"5426","TX","SurveyMonkey",2148,"2016-10-18","2016-10-24",6,NA,"Internet","Likely Voters","SurveyMonkey","2016",40,47,5426,5426
"5427","TX","YouGov/University of Texas/Texas Tribune",959,"2016-10-14","2016-10-23",7,NA,"Internet","Likely Voters","YouGov/University of Texas/Texas Tribune","2016",42,45,5427,5427
"5428","TX","CBS/YouGov",1031,"2016-10-20","2016-10-21",3,3,"Internet","Likely Voters","CBS/YouGov","2016",43,46,5428,5428
"5429","TX","UPI/CVOTER",460,"2016-10-09","2016-10-16",5,NA,"Internet","Likely Voters","UPI/CVOTER","2016",41,53,5429,5429
"5430","TX","WashPost/SurveyMonkey",1332,"2016-10-08","2016-10-16",NA,5,"Internet","Likely Voters","WashPost/SurveyMonkey","2016",46,48,5430,5430
"5431","TX","WashPost/SurveyMonkey",1332,"2016-10-08","2016-10-16",2,3,"Internet","Likely Voters","WashPost/SurveyMonkey","2016",42,44,5431,5431
"5432","TX","University of Houston",1000,"2016-10-07","2016-10-15",4,13,"Live Phone","Likely Voters","University of Houston","2016",38,41,5432,5432
"5433","TX","Ipsos/Reuters",831,"2016-09-23","2016-10-13",NA,11,"Internet","Likely Voters","Ipsos/Reuters","2016",32,57,5433,5433
"5434","TX","SurveyUSA/TEGNA",638,"2016-10-10","2016-10-12",1,5,"IVR/Online","Likely Voters","SurveyUSA/TEGNA","2016",43,47,5434,5434
"5435","TX","UPI/CVOTER",817,"2016-09-19","2016-10-02",5,NA,"Internet","Likely Voters","UPI/CVOTER","2016",39,56,5435,5435
"5436","TX","Dixie Strategies (R)/KTVT-CBS 11",780,"2016-09-29","2016-10-01",3,10,"IVR/Live Phone","Likely Voters","Dixie Strategies (R)/KTVT-CBS 11","2016",38,45,5436,5436
"5437","TX","Ipsos/Reuters",875,"2016-09-02","2016-09-22",NA,19,"Internet","Likely Voters","Ipsos/Reuters","2016",33,48,5437,5437
"5438","TX","Texas Lyceum",502,"2016-09-01","2016-09-11",NA,21,"Live Phone","Likely Voters","Texas Lyceum","2016",36,42,5438,5438
"5439","TX","Texas Lyceum",502,"2016-09-01","2016-09-11",3,17,"Live Phone","Likely Voters","Texas Lyceum","2016",32,39,5439,5439
"5440","TX","Washington Post/SurveyMonkey",5147,"2016-08-09","2016-09-01",NA,9,"Internet","Registered Voters","Washington Post/SurveyMonkey","2016",46,45,5440,5440
"5441","TX","Washington Post/SurveyMonkey",5147,"2016-08-09","2016-09-01",3,6,"Internet","Registered Voters","Washington Post/SurveyMonkey","2016",40,40,5441,5441
"5442","TX","PPP (D)",944,"2016-08-12","2016-08-14",2,10,"IVR/Online","Likely Voters","PPP (D)","2016",38,44,5442,5442
"5443","TX","PPP (D)",944,"2016-08-12","2016-08-14",NA,6,"IVR/Online","Likely Voters","PPP (D)","2016",44,50,5443,5443
"5444","TX","Dixie Strategies (R)/KTVT-CBS 11",1018,"2016-08-08","2016-08-09",9,9,"IVR/Live Phone","Likely Voters","Dixie Strategies (R)/KTVT-CBS 11","2016",36,46,5444,5444
"5445","TX","YouGov/University of Texas/Texas Tribune",1200,"2016-06-10","2016-06-19",19,8,"Internet","Registered Voters","YouGov/University of Texas/Texas Tribune","2016",33,41,5445,5445
"5446","TX","Texas Lyceum",633,"2015-09-08","2015-09-21",NA,25,"Live Phone","Likely Voters","Texas Lyceum","2016",37,39,5446,5446
"5447","UT","SurveyMonkey",1479,"2016-11-01","2016-11-07",2,2,"Internet","Likely Voters","SurveyMonkey","2016",31,34,5447,5447
"5448","UT","UPI/CVOTER",320,"2016-10-30","2016-11-06",29,NA,"Internet","Likely Voters","UPI/CVOTER","2016",28,43,5448,5448
"5449","UT","Ipsos/Reuters",532,"2016-10-17","2016-11-06",NA,27,"Internet","Likely Voters","Ipsos/Reuters","2016",33,40,5449,5449
"5450","UT","CBS/YouGov",762,"2016-11-03","2016-11-05",3,4,"Internet","Likely Voters","CBS/YouGov","2016",23,40,5450,5450
"5451","UT","Y2 Analytics (R)",500,"2016-11-01","2016-11-03",4,7,"Live Phone","Likely Voters","Y2 Analytics (R)","2016",24,33,5451,5451
